sample	rawreads1	rawreads2	assembly
SB31_20_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB31_20/SB31_20_EKDN220043714-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB31_20/SB31_20_EKDN220043714-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB31_20_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB31_20/SB31_20_EKDN220043714-1A_HLY2LDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB31_20/SB31_20_EKDN220043714-1A_HLY2LDSX5_L4_2.fq.gz	Skrukkebukta
SB39_22	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB39_22/SB39_22_EKDN220043716-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB39_22/SB39_22_EKDN220043716-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB41_6_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB41_6/SB41_6_EKDN220043701-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB41_6/SB41_6_EKDN220043701-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB41_6_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB41_6/SB41_6_EKDN220043701-1A_HKJVCDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB41_6/SB41_6_EKDN220043701-1A_HKJVCDSX5_L4_2.fq.gz	Skrukkebukta
SB47_7	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB47_7/SB47_7_EKDN220043702-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB47_7/SB47_7_EKDN220043702-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB48_8	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB48_8/SB48_8_EKDN220043703-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB48_8/SB48_8_EKDN220043703-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB5_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB5_1/SB5_1_EKDN220043696-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB5_1/SB5_1_EKDN220043696-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB51_23	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB51_23/SB51_23_EKDN220043717-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB51_23/SB51_23_EKDN220043717-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB52_24	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB52_24/SB52_24_EKDN220043718-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB52_24/SB52_24_EKDN220043718-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB53_25	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB53_25/SB53_25_EKDN220043719-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB53_25/SB53_25_EKDN220043719-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB54_26	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB54_26/SB54_26_EKDN220043720-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB54_26/SB54_26_EKDN220043720-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB55_27	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB55_27/SB55_27_EKDN220043721-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB55_27/SB55_27_EKDN220043721-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB56_28	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB56_28/SB56_28_EKDN220043722-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB56_28/SB56_28_EKDN220043722-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB57_29	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB57_29/SB57_29_EKDN220043723-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB57_29/SB57_29_EKDN220043723-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB58_30	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB58_30/SB58_30_EKDN220043724-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB58_30/SB58_30_EKDN220043724-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB72_21	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB72_21/SB72_21_EKDN220043715-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB72_21/SB72_21_EKDN220043715-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB77_10	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB77_10/SB77_10_EKDN220043704-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB77_10/SB77_10_EKDN220043704-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB81_31	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB81_31/SB81_31_EKDN220043725-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB81_31/SB81_31_EKDN220043725-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB84_11	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB84_11/SB84_11_EKDN220043705-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB84_11/SB84_11_EKDN220043705-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB9_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB9_2/SB9_2_EKDN220043697-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_02/01.RawData/SB9_2/SB9_2_EKDN220043697-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
ST10_1	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST10_1/ST10_1_EKDN230049349-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST10_1/ST10_1_EKDN230049349-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST12_2	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST12_2/ST12_2_EKDN230049350-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST12_2/ST12_2_EKDN230049350-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST13_3	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST13_3/ST13_3_EKDN230049351-1A_22GHCCLT3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST13_3/ST13_3_EKDN230049351-1A_22GHCCLT3_2.fq.gz	Stuorajavri
ST14_4	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST14_4/ST14_4_EKDN230049352-1A_22GHCCLT3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST14_4/ST14_4_EKDN230049352-1A_22GHCCLT3_2.fq.gz	Stuorajavri
ST16_5	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST16_5/ST16_5_EKDN230049353-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST16_5/ST16_5_EKDN230049353-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST17_6	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST17_6/ST17_6_EKDN230049354-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST17_6/ST17_6_EKDN230049354-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST25_11	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST25_11/ST25_11_EKDN230049359-1A_22GHCCLT3_L6_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST25_11/ST25_11_EKDN230049359-1A_22GHCCLT3_L6_2.fq.gz	Stuorajavri
ST28_12	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST28_12/ST28_12_EKDN230049360-1A_22GHCCLT3_L6_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST28_12/ST28_12_EKDN230049360-1A_22GHCCLT3_L6_2.fq.gz	Stuorajavri
ST30_13	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST30_13/ST30_13_EKDN230049361-1A_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST30_13/ST30_13_EKDN230049361-1A_2.fq.gz	Stuorajavri
ST31_14	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST31_14/ST31_14_EKDN230049362-1A_22GHCCLT3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST31_14/ST31_14_EKDN230049362-1A_22GHCCLT3_2.fq.gz	Stuorajavri
ST33_15	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST33_15/ST33_15_EKDN230049363-1A_22GHCCLT3_L7_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST33_15/ST33_15_EKDN230049363-1A_22GHCCLT3_L7_2.fq.gz	Stuorajavri
ST34_16	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST34_16/ST34_16_EKDN230049364-1A_22GHCCLT3_L7_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST34_16/ST34_16_EKDN230049364-1A_22GHCCLT3_L7_2.fq.gz	Stuorajavri
ST37_17	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST37_17/ST37_17_EKDN230049365-1A_22GVWVLT3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST37_17/ST37_17_EKDN230049365-1A_22GVWVLT3_2.fq.gz	Stuorajavri
ST38_18	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST38_18/ST38_18_EKDN230049366-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST38_18/ST38_18_EKDN230049366-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
ST39_20	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST39_20/ST39_20_EKDN230049368-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST39_20/ST39_20_EKDN230049368-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
ST43_21	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST43_21/ST43_21_EKDN230049369-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST43_21/ST43_21_EKDN230049369-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
ST46_7	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST46_7/ST46_7_EKDN230049355-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST46_7/ST46_7_EKDN230049355-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST47_8	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST47_8/ST47_8_EKDN230049356-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST47_8/ST47_8_EKDN230049356-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST50_9	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST50_9/ST50_9_EKDN230049357-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST50_9/ST50_9_EKDN230049357-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST51_10	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST51_10/ST51_10_EKDN230049358-1A_22GHCCLT3_L3_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST51_10/ST51_10_EKDN230049358-1A_22GHCCLT3_L3_2.fq.gz	Stuorajavri
ST60_22	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST60_22/ST60_22_EKDN230049370-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST60_22/ST60_22_EKDN230049370-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
ST61_23	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST61_23/ST61_23_EKDN230049371-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST61_23/ST61_23_EKDN230049371-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
ST63_25	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST63_25/ST63_25_EKDN230049373-1A_22GVYCLT3_L8_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/NVUK2023111399-DK-UCPH-Gilbert-32-microbial-shotgun/rawdata/ST63_25/ST63_25_EKDN230049373-1A_22GVYCLT3_L8_2.fq.gz	Stuorajavri
