sample	rawreads1	rawreads2	assembly
HA12_4	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA12_4/HA12_4_EKDN220043730-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA12_4/HA12_4_EKDN220043730-1A_HKK5MDSX5_L4_2.fq.gz	Havgajavri
HA14_5_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA14_5/HA14_5_EKDN220043731-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA14_5/HA14_5_EKDN220043731-1A_HKK5MDSX5_L4_2.fq.gz	Havgajavri
HA14_5_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA14_5/HA14_5_EKDN220043731-1A_HLY2LDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA14_5/HA14_5_EKDN220043731-1A_HLY2LDSX5_L4_2.fq.gz	Havgajavri
HA19_6	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA19_6/HA19_6_EKDN220043732-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA19_6/HA19_6_EKDN220043732-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA20_7	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA20_7/HA20_7_EKDN220043733-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA20_7/HA20_7_EKDN220043733-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA21_11	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA21_11/HA21_11_EKDN220043737-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA21_11/HA21_11_EKDN220043737-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA22_8	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA22_8/HA22_8_EKDN220043734-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA22_8/HA22_8_EKDN220043734-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA23_9	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA23_9/HA23_9_EKDN220043735-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA23_9/HA23_9_EKDN220043735-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA24_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA24_1/HA24_1_EKDN220043736-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA24_1/HA24_1_EKDN220043736-1A_HLY7KDSX5_L4_2.fq.gz	Havgajavri
HA4_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA4_1/HA4_1_EKDN220043727-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA4_1/HA4_1_EKDN220043727-1A_HKK5MDSX5_L4_2.fq.gz	Havgajavri
HA6_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA6_2/HA6_2_EKDN220043728-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA6_2/HA6_2_EKDN220043728-1A_HKK5MDSX5_L4_2.fq.gz	Havgajavri
HA9_3	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA9_3/HA9_3_EKDN220043729-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/HA9_3/HA9_3_EKDN220043729-1A_HKK5MDSX5_L4_2.fq.gz	Havgajavri
L10_504	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_504/V300063539_L01_504_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_504/V300063539_L01_504_2_trim.fq.gz	Langfjordvatn
L14_521	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_521/V300063539_L02_521_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_521/V300063539_L02_521_2_trim.fq.gz	Langfjordvatn
L15_522	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_522/V300063539_L02_522_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_522/V300063539_L02_522_2_trim.fq.gz	Langfjordvatn
L17_523	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_523/V300063539_L02_523_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_523/V300063539_L02_523_2_trim.fq.gz	Langfjordvatn
L21_524	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_524/V300063539_L02_524_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_524/V300063539_L02_524_2_trim.fq.gz	Langfjordvatn
L34_525	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_525/V300063539_L02_525_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_525/V300063539_L02_525_2_trim.fq.gz	Langfjordvatn
L36_526	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_526/V300063539_L02_526_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_526/V300063539_L02_526_2_trim.fq.gz	Langfjordvatn
L37_527	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_527/V300063539_L02_527_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_527/V300063539_L02_527_2_trim.fq.gz	Langfjordvatn
L39_528	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_528/V300063539_L02_528_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_528/V300063539_L02_528_2_trim.fq.gz	Langfjordvatn
L4_501	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_501/V300063539_L01_501_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_501/V300063539_L01_501_2_trim.fq.gz	Langfjordvatn
L40_529	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_529/V300063539_L02_529_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_529/V300063539_L02_529_2_trim.fq.gz	Langfjordvatn
L41_530	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_530/V300063539_L02_530_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_530/V300063539_L02_530_2_trim.fq.gz	Langfjordvatn
L47_505	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_505/V300063539_L01_505_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_505/V300063539_L01_505_2_trim.fq.gz	Langfjordvatn
L56_511	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_511/V300063539_L01_511_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_511/V300063539_L01_511_2_trim.fq.gz	Langfjordvatn
L57_512	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_512/V300063539_L01_512_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_512/V300063539_L01_512_2_trim.fq.gz	Langfjordvatn
L59_506	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_506/V300063539_L01_506_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_506/V300063539_L01_506_2_trim.fq.gz	Langfjordvatn
L63_507	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_507/V300063539_L01_507_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_507/V300063539_L01_507_2_trim.fq.gz	Langfjordvatn
L64_513	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_513/V300063539_L01_513_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_513/V300063539_L01_513_2_trim.fq.gz	Langfjordvatn
L65_514	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_514/V300063539_L01_514_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_514/V300063539_L01_514_2_trim.fq.gz	Langfjordvatn
L66_515	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_515/V300063539_L01_515_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_515/V300063539_L01_515_2_trim.fq.gz	Langfjordvatn
L7_502	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_502/V300063539_L01_502_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_502/V300063539_L01_502_2_trim.fq.gz	Langfjordvatn
L73_516	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_516/V300063539_L02_516_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_516/V300063539_L02_516_2_trim.fq.gz	Langfjordvatn
L74_517	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_517/V300063539_L02_517_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_517/V300063539_L02_517_2_trim.fq.gz	Langfjordvatn
L75_518	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_518/V300063539_L02_518_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_518/V300063539_L02_518_2_trim.fq.gz	Langfjordvatn
L77_519	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_519/V300063539_L02_519_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_519/V300063539_L02_519_2_trim.fq.gz	Langfjordvatn
L79_520	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_520/V300063539_L02_520_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L02_520/V300063539_L02_520_2_trim.fq.gz	Langfjordvatn
L83_508	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_508/V300063539_L01_508_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_508/V300063539_L01_508_2_trim.fq.gz	Langfjordvatn
L84_509	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_509/V300063539_L01_509_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_509/V300063539_L01_509_2_trim.fq.gz	Langfjordvatn
L86_510	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_510/V300063539_L01_510_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_510/V300063539_L01_510_2_trim.fq.gz	Langfjordvatn
L9_503	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_503/V300063539_L01_503_1_trim.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/Whitefish_analysis_BGI/02_trim_cutadapt/V300063539_L01_503/V300063539_L01_503_2_trim.fq.gz	Langfjordvatn
LF_14	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_14/LF_14_EKDN220043742-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_14/LF_14_EKDN220043742-1A_HLY7KDSX5_L4_2.fq.gz	Langfjordvatn
LF_17	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_17/LF_17_EKDN220043743-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_17/LF_17_EKDN220043743-1A_HLY7KDSX5_L4_2.fq.gz	Langfjordvatn
LF_21	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_21/LF_21_EKDN220043744-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_21/LF_21_EKDN220043744-1A_HLY7KDSX5_L4_2.fq.gz	Langfjordvatn
LF_57	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_57/LF_57_EKDN220043739-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_57/LF_57_EKDN220043739-1A_HKK5MDSX5_L4_2.fq.gz	Langfjordvatn
LF_77	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_77/LF_77_EKDN220043740-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_77/LF_77_EKDN220043740-1A_HKK5MDSX5_L4_2.fq.gz	Langfjordvatn
LF_79	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_79/LF_79_EKDN220043741-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_03/01.RawData/LF_79/LF_79_EKDN220043741-1A_HLY7KDSX5_L4_2.fq.gz	Langfjordvatn
SB11_3	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB11_3/SB11_3_EKDN220043698-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB11_3/SB11_3_EKDN220043698-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB12_4	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB12_4/SB12_4_EKDN220043699-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB12_4/SB12_4_EKDN220043699-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB13_5_1	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB13_5/SB13_5_EKDN220043700-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB13_5/SB13_5_EKDN220043700-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB13_5_2	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB13_5/SB13_5_EKDN220043700-1A_HKF3KDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB13_5/SB13_5_EKDN220043700-1A_HKF3KDSX5_L1_2.fq.gz	Skrukkebukta
SB20_12	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB20_12/SB20_12_EKDN220043706-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB20_12/SB20_12_EKDN220043706-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB22_13	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB22_13/SB22_13_EKDN220043707-1A_HLY7KDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB22_13/SB22_13_EKDN220043707-1A_HLY7KDSX5_L4_2.fq.gz	Skrukkebukta
SB23_14	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB23_14/SB23_14_EKDN220043708-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB23_14/SB23_14_EKDN220043708-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB24_15	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB24_15/SB24_15_EKDN220043709-1A_HKL2VDSX5_L1_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB24_15/SB24_15_EKDN220043709-1A_HKL2VDSX5_L1_2.fq.gz	Skrukkebukta
SB26_16	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB26_16/SB26_16_EKDN220043710-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB26_16/SB26_16_EKDN220043710-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB27_17	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB27_17/SB27_17_EKDN220043711-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB27_17/SB27_17_EKDN220043711-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB29_18	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB29_18/SB29_18_EKDN220043712-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB29_18/SB29_18_EKDN220043712-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
SB30_19	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB30_19/SB30_19_EKDN220043713-1A_HKK5MDSX5_L4_1.fq.gz	https://sid.erda.dk/share_redirect/P668viwaMO/metagenomic-12GB-H204SC22104646-NVUK2022102539-DK-UCPH-76-shotgun/X204SC22104646-Z01-F001_04/01.RawData/SB30_19/SB30_19_EKDN220043713-1A_HKK5MDSX5_L4_2.fq.gz	Skrukkebukta
